season,team,out_player,out_pos,metric,beneficiary,benef_pos,share_with,share_without,delta,n_with,n_without
2025,CIN,Noah Fant,TE,carries,Andrei Iosivas,WR,0.0575,0.0714,0.014,2,1
2025,CIN,Noah Fant,TE,targets,Ja'Marr Chase,WR,0.3139,0.3592,0.0454,14,2
2025,CIN,Noah Fant,TE,targets,Samaje Perine,RB,0.0527,0.0711,0.0184,9,2
2025,CIN,Noah Fant,TE,targets,Drew Sample,TE,0.0517,0.0645,0.0128,10,1
2025,CIN,Tee Higgins,WR,carries,Samaje Perine,RB,0.2456,0.4535,0.2079,11,2
2025,CIN,Tee Higgins,WR,targets,Ja'Marr Chase,WR,0.3107,0.3813,0.0706,14,2
2025,CIN,Tee Higgins,WR,targets,Mitchell Tinsley,WR,0.0675,0.1301,0.0626,6,2
2025,CIN,Tee Higgins,WR,targets,Chase Brown,RB,0.1396,0.1768,0.0372,15,2
2025,CIN,Tee Higgins,WR,targets,Tanner Hudson,TE,0.0566,0.0922,0.0355,8,2
2025,CIN,Ja'Marr Chase,WR,carries,Chase Brown,RB,0.6284,0.8261,0.1977,16,1
2025,CIN,Ja'Marr Chase,WR,targets,Andrei Iosivas,WR,0.094,0.2059,0.1119,14,1
2025,CIN,Ja'Marr Chase,WR,targets,Mitchell Tinsley,WR,0.0698,0.1765,0.1067,7,1
2025,CIN,Ja'Marr Chase,WR,targets,Mike Gesicki,TE,0.099,0.1765,0.0775,11,1
2025,CIN,Tahj Brooks,RB,carries,Samaje Perine,RB,0.2653,0.4242,0.1589,12,1
2025,CIN,Tahj Brooks,RB,carries,Joe Burrow,QB,0.0755,0.0909,0.0154,5,1
2025,CIN,Tahj Brooks,RB,targets,Mitchell Tinsley,WR,0.0658,0.2045,0.1388,7,1
2025,CIN,Tahj Brooks,RB,targets,Chase Brown,RB,0.143,0.1591,0.0161,16,1
2025,CLE,David Njoku,TE,carries,Dylan Sampson,RB,0.1467,0.3229,0.1762,12,3
2025,CLE,David Njoku,TE,carries,Raheim Sanders,RB,0.125,0.2988,0.1738,1,3
2025,CLE,David Njoku,TE,carries,Malachi Corley,WR,0.0456,0.1109,0.0653,6,2
2025,CLE,David Njoku,TE,carries,Shedeur Sanders,QB,0.1139,0.126,0.0121,3,4
2025,CLE,David Njoku,TE,targets,Quinshon Judkins,RB,0.0803,0.1756,0.0953,10,2
2025,CLE,David Njoku,TE,targets,Jamari Thrash,WR,0.0498,0.1111,0.0613,7,1
2025,CLE,David Njoku,TE,targets,Harold Fannin Jr.,TE,0.2059,0.2596,0.0537,12,4
2025,CLE,David Njoku,TE,targets,Malachi Corley,WR,0.0556,0.086,0.0304,3,5
2025,CLE,David Njoku,TE,targets,Jerome Ford,RB,0.0828,0.1111,0.0283,10,1
2025,CLE,Jerome Ford,RB,carries,Dylan Sampson,RB,0.1426,0.4375,0.2949,13,2
2025,CLE,Jerome Ford,RB,carries,Raheim Sanders,RB,0.125,0.2988,0.1738,1,3
2025,CLE,Jerome Ford,RB,carries,Malachi Corley,WR,0.0456,0.1109,0.0653,6,2
2025,CLE,Jerome Ford,RB,carries,Shedeur Sanders,QB,0.1139,0.126,0.0121,3,4
2025,CLE,Jerome Ford,RB,targets,Quinshon Judkins,RB,0.0803,0.1756,0.0953,10,2
2025,CLE,Jerome Ford,RB,targets,Dylan Sampson,RB,0.0926,0.1366,0.044,11,2
2025,CLE,Jerome Ford,RB,targets,Harold Fannin Jr.,TE,0.2115,0.2536,0.0421,13,3
2025,CLE,Jerome Ford,RB,targets,Jerry Jeudy,WR,0.2014,0.2168,0.0154,13,4
2025,CLE,Jerome Ford,RB,targets,Blake Whiteheart,TE,0.0326,0.0455,0.013,4,2
2025,CLE,Cedric Tillman,WR,carries,Quinshon Judkins,RB,0.6617,0.6921,0.0304,10,4
2025,CLE,Cedric Tillman,WR,carries,Harold Fannin Jr.,TE,0.0408,0.0625,0.0217,6,1
2025,CLE,Cedric Tillman,WR,targets,David Njoku,TE,0.1025,0.182,0.0795,8,3
2025,CLE,Cedric Tillman,WR,targets,Isaiah Bond,WR,0.0865,0.1448,0.0583,11,3
2025,CLE,Cedric Tillman,WR,targets,Malachi Corley,WR,0.0694,0.1111,0.0417,7,1
2025,CLE,Cedric Tillman,WR,targets,Jamari Thrash,WR,0.0426,0.0724,0.0298,4,4
2025,CLE,Dylan Sampson,RB,carries,Raheim Sanders,RB,0.2222,0.3548,0.1326,3,1
2025,CLE,Dylan Sampson,RB,carries,Malachi Corley,WR,0.0569,0.0968,0.0398,7,1
2025,CLE,Dylan Sampson,RB,carries,Trayveon Williams,RB,0.0625,0.0796,0.0171,2,2
2025,CLE,Dylan Sampson,RB,targets,Harold Fannin Jr.,TE,0.2026,0.3369,0.1343,14,2
2025,CLE,Dylan Sampson,RB,targets,Quinshon Judkins,RB,0.0803,0.1756,0.0953,10,2
2025,CLE,Dylan Sampson,RB,targets,Isaiah Bond,WR,0.0967,0.129,0.0323,13,1
2025,CLE,Dylan Sampson,RB,targets,Malachi Corley,WR,0.0694,0.0902,0.0208,6,2
2025,CLE,Dylan Sampson,RB,targets,Trayveon Williams,RB,0.0952,0.1063,0.0111,1,2
2025,CLE,Raheim Sanders,RB,carries,Quinshon Judkins,RB,0.586,0.6934,0.1074,3,11
2025,CLE,Raheim Sanders,RB,carries,Shedeur Sanders,QB,0.1071,0.1552,0.0482,5,2
2025,CLE,Raheim Sanders,RB,targets,Cedric Tillman,WR,0.0819,0.1213,0.0394,5,7
2025,CLE,Raheim Sanders,RB,targets,Jamari Thrash,WR,0.0238,0.0623,0.0385,1,7
2025,CLE,Raheim Sanders,RB,targets,Isaiah Bond,WR,0.0757,0.112,0.0363,5,9
2025,CLE,Raheim Sanders,RB,targets,David Njoku,TE,0.1149,0.1263,0.0114,2,9
2025,CLE,Raheim Sanders,RB,targets,Jerome Ford,RB,0.0771,0.0872,0.0101,2,9
2025,CLE,Harold Fannin Jr.,TE,carries,Dylan Sampson,RB,0.1652,0.4167,0.2515,14,1
2025,CLE,Harold Fannin Jr.,TE,carries,Malachi Corley,WR,0.0529,0.125,0.0721,7,1
2025,CLE,Harold Fannin Jr.,TE,targets,Jerry Jeudy,WR,0.2,0.2857,0.0858,16,1
2025,CLE,Harold Fannin Jr.,TE,targets,Dylan Sampson,RB,0.0957,0.1429,0.0471,12,1
2025,CLE,Harold Fannin Jr.,TE,targets,Malachi Corley,WR,0.0717,0.0952,0.0236,7,1
2025,CLE,Harold Fannin Jr.,TE,targets,Blake Whiteheart,TE,0.0347,0.0476,0.0129,5,1
2025,CLE,Shedeur Sanders,QB,carries,Jerome Ford,RB,0.0517,0.1794,0.1276,5,4
2025,CLE,Shedeur Sanders,QB,carries,Quinshon Judkins,RB,0.655,0.6982,0.0432,9,5
2025,CLE,Shedeur Sanders,QB,targets,David Njoku,TE,0.0745,0.1656,0.091,5,6
2025,CLE,Shedeur Sanders,QB,targets,Isaiah Bond,WR,0.0819,0.1218,0.04,8,6
2025,CLE,Shedeur Sanders,QB,targets,Cedric Tillman,WR,0.0935,0.1277,0.0343,8,4
2025,CLE,Shedeur Sanders,QB,targets,Dylan Sampson,RB,0.095,0.1064,0.0114,8,5
2025,CLE,Dillon Gabriel,QB,carries,Dylan Sampson,RB,0.1539,0.3638,0.2098,13,2
2025,CLE,Dillon Gabriel,QB,carries,Raheim Sanders,RB,0.2294,0.3333,0.1039,3,1
2025,CLE,Dillon Gabriel,QB,carries,Trayveon Williams,RB,0.067,0.0833,0.0164,3,1
2025,CLE,Dillon Gabriel,QB,targets,Sal Cannella,TE,0.0476,0.1739,0.1263,1,1
2025,CLE,Dillon Gabriel,QB,targets,Dylan Sampson,RB,0.0904,0.1486,0.0581,11,2
2025,CLE,Dillon Gabriel,QB,targets,Raheim Sanders,RB,0.0423,0.087,0.0446,2,1
2025,CLE,Dillon Gabriel,QB,targets,Jerry Jeudy,WR,0.2009,0.2355,0.0346,15,2
2025,CLE,Isaiah Bond,WR,carries,Dillon Gabriel,QB,0.0747,0.1562,0.0816,4,1
2025,CLE,Isaiah Bond,WR,carries,Quinshon Judkins,RB,0.6691,0.6875,0.0184,13,1
2025,CLE,Isaiah Bond,WR,targets,Jerry Jeudy,WR,0.1944,0.375,0.1806,16,1
2025,CLE,Isaiah Bond,WR,targets,Cedric Tillman,WR,0.1031,0.125,0.0219,11,1
2025,CLE,Quinshon Judkins,RB,carries,Dylan Sampson,RB,0.1128,0.4375,0.3247,12,2
2025,CLE,Quinshon Judkins,RB,carries,Malachi Corley,WR,0.0529,0.125,0.0721,7,1
2025,CLE,Quinshon Judkins,RB,targets,Jerry Jeudy,WR,0.1932,0.295,0.1019,14,2
2025,CLE,Quinshon Judkins,RB,targets,Dylan Sampson,RB,0.0828,0.1366,0.0538,10,2
2025,CLE,Quinshon Judkins,RB,targets,Raheim Sanders,RB,0.037,0.0673,0.0303,1,2
2025,CLE,Quinshon Judkins,RB,targets,Blake Whiteheart,TE,0.0326,0.0455,0.013,4,2
2025,DAL,Miles Sanders,RB,carries,Dak Prescott,QB,0.0637,0.1066,0.0429,3,11
2025,DAL,Miles Sanders,RB,carries,Hunter Luepke,RB,0.0385,0.074,0.0356,1,6
2025,DAL,Miles Sanders,RB,carries,Ryan Flournoy,WR,0.0385,0.0662,0.0278,1,2
2025,DAL,Miles Sanders,RB,targets,Ryan Flournoy,WR,0.0596,0.1391,0.0794,2,11
2025,DAL,Miles Sanders,RB,targets,George Pickens,WR,0.1959,0.2348,0.0389,4,13
2025,DAL,Miles Sanders,RB,targets,Hunter Luepke,RB,0.0263,0.049,0.0227,1,9
2025,DAL,Miles Sanders,RB,targets,Brevyn Spann-Ford,TE,0.0248,0.0441,0.0194,2,8
2025,DAL,Miles Sanders,RB,targets,Luke Schoonmaker,TE,0.0359,0.0496,0.0137,4,10
2025,DAL,CeeDee Lamb,WR,carries,Javonte Williams,RB,0.5976,0.7023,0.1046,13,3
2025,DAL,CeeDee Lamb,WR,targets,Ryan Flournoy,WR,0.1099,0.1835,0.0736,10,3
2025,DAL,CeeDee Lamb,WR,targets,Javonte Williams,RB,0.082,0.1286,0.0466,12,3
2025,DAL,CeeDee Lamb,WR,targets,Jake Ferguson,TE,0.1581,0.198,0.0398,14,3
2025,DAL,CeeDee Lamb,WR,targets,KaVontae Turpin,WR,0.0665,0.1053,0.0388,14,1
2025,DAL,CeeDee Lamb,WR,targets,George Pickens,WR,0.22,0.252,0.0319,14,3
2025,DAL,Javonte Williams,RB,carries,Jaydon Blue,RB,0.205,0.5517,0.3467,4,1
2025,DAL,Javonte Williams,RB,carries,Joe Milton III,QB,0.0435,0.1379,0.0945,1,1
2025,DAL,Javonte Williams,RB,targets,Ryan Flournoy,WR,0.1121,0.3043,0.1923,12,1
2025,DAL,Javonte Williams,RB,targets,Brevyn Spann-Ford,TE,0.0303,0.1304,0.1002,9,1
2025,DAL,Javonte Williams,RB,targets,Jonathan Mingo,WR,0.0271,0.0435,0.0164,4,1
2025,DAL,Malik Davis,RB,carries,Jaydon Blue,RB,0.2497,0.5517,0.302,2,1
2025,DAL,Malik Davis,RB,carries,Joe Milton III,QB,0.0435,0.1379,0.0945,1,1
2025,DAL,Malik Davis,RB,targets,Ryan Flournoy,WR,0.091,0.3043,0.2134,8,1
2025,DAL,Malik Davis,RB,targets,Brevyn Spann-Ford,TE,0.0322,0.1304,0.0982,6,1
2025,DAL,Malik Davis,RB,targets,Jonathan Mingo,WR,0.0271,0.0435,0.0164,4,1
2025,DAL,Jalen Tolbert,WR,carries,Malik Davis,RB,0.1691,0.213,0.044,5,4
2025,DAL,Jalen Tolbert,WR,targets,Malik Davis,RB,0.0556,0.0857,0.0302,1,1
2025,DAL,Ryan Flournoy,WR,carries,Malik Davis,RB,0.1554,0.4545,0.2992,8,1
2025,DAL,Ryan Flournoy,WR,carries,Hunter Luepke,RB,0.0539,0.1591,0.1051,6,1
2025,DAL,Ryan Flournoy,WR,targets,Jalen Tolbert,WR,0.0715,0.2222,0.1508,10,1
2025,DAL,Ryan Flournoy,WR,targets,CeeDee Lamb,WR,0.248,0.2778,0.0298,12,1
2025,DAL,Ryan Flournoy,WR,targets,Brevyn Spann-Ford,TE,0.0386,0.0556,0.017,9,1
2025,DAL,Ryan Flournoy,WR,targets,Luke Schoonmaker,TE,0.0449,0.0556,0.0107,13,1
2025,DAL,Jaydon Blue,RB,carries,Malik Davis,RB,0.0645,0.2041,0.1396,1,8
2025,DAL,Jaydon Blue,RB,carries,KaVontae Turpin,WR,0.0345,0.0661,0.0316,1,10
2025,DAL,Jaydon Blue,RB,carries,Hunter Luepke,RB,0.0506,0.0763,0.0257,2,5
2025,DAL,Jaydon Blue,RB,carries,Javonte Williams,RB,0.603,0.622,0.019,4,12
2025,DAL,Jaydon Blue,RB,targets,Jalen Tolbert,WR,0.0465,0.1174,0.0709,5,6
2025,DAL,Jaydon Blue,RB,targets,CeeDee Lamb,WR,0.1986,0.2658,0.0671,3,10
2025,DAL,Jaydon Blue,RB,targets,George Pickens,WR,0.2108,0.2318,0.0211,5,12
2025,DAL,Jaydon Blue,RB,targets,Jake Ferguson,TE,0.1517,0.1708,0.0191,5,12
2025,DEN,Evan Engram,TE,carries,Bo Nix,QB,0.1727,0.35,0.1773,16,1
2025,DEN,Evan Engram,TE,targets,Courtland Sutton,WR,0.2013,0.3478,0.1465,18,1
2025,DEN,Evan Engram,TE,targets,Marvin Mims Jr.,WR,0.1146,0.1739,0.0593,15,1
2025,DEN,Evan Engram,TE,targets,J.K. Dobbins,RB,0.0407,0.087,0.0462,9,1
2025,DEN,Evan Engram,TE,targets,Lucas Krull,TE,0.0541,0.087,0.0329,1,1
2025,DEN,Evan Engram,TE,targets,RJ Harvey,RB,0.1089,0.1304,0.0215,18,1
2025,DEN,J.K. Dobbins,RB,carries,RJ Harvey,RB,0.1827,0.5058,0.3232,10,9
2025,DEN,J.K. Dobbins,RB,carries,Jaleel McLaughlin,RB,0.0417,0.2056,0.1639,1,9
2025,DEN,J.K. Dobbins,RB,carries,Bo Nix,QB,0.1625,0.2063,0.0439,9,8
2025,DEN,J.K. Dobbins,RB,carries,Tyler Badie,RB,0.0401,0.0799,0.0398,2,3
2025,DEN,J.K. Dobbins,RB,carries,Adam Prentice,RB,0.037,0.0495,0.0125,4,5
2025,DEN,J.K. Dobbins,RB,targets,Pat Bryant,WR,0.0831,0.1343,0.0512,7,7
2025,DEN,J.K. Dobbins,RB,targets,RJ Harvey,RB,0.0907,0.1316,0.0409,10,9
2025,DEN,J.K. Dobbins,RB,targets,Courtland Sutton,WR,0.2002,0.2188,0.0186,10,9
2025,DEN,J.K. Dobbins,RB,targets,Michael Bandy,WR,0.0286,0.0427,0.0141,1,2
2025,DEN,J.K. Dobbins,RB,targets,Adam Prentice,RB,0.0279,0.0395,0.0117,3,4
2025,DEN,Jaleel McLaughlin,RB,carries,Troy Franklin,WR,0.0375,0.0643,0.0268,2,2
2025,DEN,Jaleel McLaughlin,RB,carries,J.K. Dobbins,RB,0.5833,0.5982,0.0149,1,9
2025,DEN,Jaleel McLaughlin,RB,carries,Marvin Mims Jr.,WR,0.0433,0.055,0.0118,6,4
2025,DEN,Jaleel McLaughlin,RB,targets,Troy Franklin,WR,0.1256,0.2375,0.1119,8,9
2025,DEN,Jaleel McLaughlin,RB,targets,Tyler Badie,RB,0.0576,0.0704,0.0128,7,7
2025,DEN,Jaleel McLaughlin,RB,targets,Evan Engram,TE,0.128,0.1387,0.0108,10,8
2025,DEN,Marvin Mims Jr.,WR,carries,J.K. Dobbins,RB,0.5744,0.6861,0.1117,8,2
2025,DEN,Marvin Mims Jr.,WR,carries,Troy Franklin,WR,0.0389,0.087,0.0481,3,1
2025,DEN,Marvin Mims Jr.,WR,targets,Troy Franklin,WR,0.1663,0.3238,0.1575,15,2
2025,DEN,Marvin Mims Jr.,WR,targets,RJ Harvey,RB,0.1081,0.127,0.0189,17,2
2025,DEN,Bo Nix,QB,carries,RJ Harvey,RB,0.3243,0.5417,0.2174,18,1
2025,DEN,Bo Nix,QB,targets,RJ Harvey,RB,0.1038,0.2222,0.1184,18,1
2025,DEN,Bo Nix,QB,targets,Marvin Mims Jr.,WR,0.1114,0.2222,0.1108,15,1
2025,DEN,Bo Nix,QB,targets,Jaleel McLaughlin,RB,0.038,0.0741,0.0361,6,1
2025,DEN,Bo Nix,QB,targets,Lil'Jordan Humphrey,WR,0.0882,0.1111,0.0229,6,1
2025,DEN,Troy Franklin,WR,carries,RJ Harvey,RB,0.3243,0.5417,0.2174,18,1
2025,DEN,Troy Franklin,WR,targets,RJ Harvey,RB,0.1038,0.2222,0.1184,18,1
2025,DEN,Troy Franklin,WR,targets,Marvin Mims Jr.,WR,0.1114,0.2222,0.1108,15,1
2025,DEN,Troy Franklin,WR,targets,Jaleel McLaughlin,RB,0.038,0.0741,0.0361,6,1
2025,DEN,Troy Franklin,WR,targets,Lil'Jordan Humphrey,WR,0.0882,0.1111,0.0229,6,1
2025,DEN,Pat Bryant,WR,carries,RJ Harvey,RB,0.3095,0.5591,0.2497,17,2
2025,DEN,Pat Bryant,WR,carries,Bo Nix,QB,0.1792,0.2124,0.0332,15,2
2025,DEN,Pat Bryant,WR,targets,Courtland Sutton,WR,0.1994,0.2914,0.092,17,2
2025,DEN,Pat Bryant,WR,targets,Lil'Jordan Humphrey,WR,0.076,0.1301,0.054,5,2
2025,DEN,Pat Bryant,WR,targets,Marvin Mims Jr.,WR,0.1141,0.1478,0.0337,14,2
2025,DEN,Pat Bryant,WR,targets,Michael Bandy,WR,0.0286,0.0427,0.0141,1,2
2025,DET,Tom Kennedy,WR,targets,Jahmyr Gibbs,RB,0.1751,0.2222,0.0471,6,1
2025,DET,Tom Kennedy,WR,targets,Amon-Ra St. Brown,WR,0.3065,0.3333,0.0268,6,1
2025,DET,Craig Reynolds,RB,carries,Jahmyr Gibbs,RB,0.4994,0.5986,0.0992,7,4
2025,DET,Craig Reynolds,RB,carries,Jared Goff,QB,0.0464,0.0811,0.0346,3,1
2025,DET,Craig Reynolds,RB,carries,Jameson Williams,WR,0.039,0.05,0.011,3,1
2025,DET,Craig Reynolds,RB,targets,Jahmyr Gibbs,RB,0.1205,0.213,0.0925,7,4
2025,DET,Craig Reynolds,RB,targets,Amon-Ra St. Brown,WR,0.3142,0.3361,0.0218,7,4
2025,DET,Craig Reynolds,RB,targets,Brock Wright,TE,0.094,0.1092,0.0152,4,3
2025,DET,Shane Zylstra,TE,carries,Jahmyr Gibbs,RB,0.5642,0.5753,0.0111,6,11
2025,DET,Shane Zylstra,TE,targets,Jameson Williams,WR,0.1727,0.1936,0.0208,6,11
2025,DET,Shane Zylstra,TE,targets,Kalif Raymond,WR,0.0649,0.0849,0.02,6,6
2025,DET,Brock Wright,TE,carries,Jahmyr Gibbs,RB,0.5355,0.6372,0.1017,11,6
2025,DET,Brock Wright,TE,carries,Jared Goff,QB,0.0551,0.0667,0.0116,4,2
2025,DET,Brock Wright,TE,targets,Jameson Williams,WR,0.1584,0.2371,0.0787,11,6
2025,DET,Brock Wright,TE,targets,Isaac TeSlaa,WR,0.0379,0.0829,0.045,8,6
2025,DET,Brock Wright,TE,targets,Ross Dwelley,TE,0.0312,0.0717,0.0404,1,2
2025,DET,Brock Wright,TE,targets,Jahmyr Gibbs,RB,0.1541,0.1751,0.0209,11,6
2025,DET,Sam LaPorta,TE,carries,Jahmyr Gibbs,RB,0.5045,0.6467,0.1421,9,8
2025,DET,Sam LaPorta,TE,carries,Jared Goff,QB,0.0551,0.0667,0.0116,4,2
2025,DET,Sam LaPorta,TE,targets,Jahmyr Gibbs,RB,0.1286,0.1986,0.0699,9,8
2025,DET,Sam LaPorta,TE,targets,Brock Wright,TE,0.0807,0.1499,0.0691,5,2
2025,DET,Sam LaPorta,TE,targets,Jameson Williams,WR,0.1633,0.212,0.0487,9,8
2025,DET,Sam LaPorta,TE,targets,Ross Dwelley,TE,0.0312,0.0717,0.0404,1,2
2025,DET,Sam LaPorta,TE,targets,Isaac TeSlaa,WR,0.0416,0.0689,0.0274,6,8
2025,GB,Josh Jacobs,RB,carries,Emanuel Wilson,RB,0.1981,0.6147,0.4166,15,2
2025,GB,Josh Jacobs,RB,carries,Chris Brooks,RB,0.0473,0.2912,0.2439,6,2
2025,GB,Josh Jacobs,RB,carries,Clayton Tune,QB,0.0625,0.0882,0.0257,1,1
2025,GB,Josh Jacobs,RB,targets,Matthew Golden,WR,0.1114,0.3,0.1886,14,1
2025,GB,Josh Jacobs,RB,targets,Christian Watson,WR,0.1871,0.3333,0.1463,10,1
2025,GB,Josh Jacobs,RB,targets,Dontayvion Wicks,WR,0.1227,0.1905,0.0678,12,1
2025,GB,Josh Jacobs,RB,targets,Emanuel Wilson,RB,0.0591,0.0976,0.0385,8,2
2025,GB,Josh Jacobs,RB,targets,Josh Whyle,TE,0.0365,0.0738,0.0373,5,2
2025,GB,Jordan Love,QB,carries,Malik Willis,QB,0.0863,0.5,0.4137,3,1
2025,GB,Jordan Love,QB,targets,Christian Watson,WR,0.1964,0.24,0.0436,10,1
2025,GB,Jordan Love,QB,targets,Bo Melton,WR,0.0801,0.12,0.0399,5,1
2025,GB,Jordan Love,QB,targets,Chris Brooks,RB,0.0556,0.08,0.0244,10,1
2025,GB,Christian Watson,WR,carries,Josh Jacobs,RB,0.5674,0.6578,0.0905,10,6
2025,GB,Christian Watson,WR,carries,Matthew Golden,WR,0.0476,0.0658,0.0182,1,4
2025,GB,Christian Watson,WR,carries,Jordan Love,QB,0.0847,0.1003,0.0156,8,6
2025,GB,Christian Watson,WR,carries,Savion Williams,WR,0.0382,0.0497,0.0115,4,4
2025,GB,Christian Watson,WR,targets,Jayden Reed,WR,0.162,0.2273,0.0653,5,1
2025,GB,Christian Watson,WR,targets,Josh Jacobs,RB,0.0854,0.1489,0.0636,10,5
2025,GB,Christian Watson,WR,targets,Romeo Doubs,WR,0.1836,0.2168,0.0332,11,6
2025,GB,Christian Watson,WR,targets,Tucker Kraft,TE,0.1679,0.1957,0.0278,2,6
2025,GB,Christian Watson,WR,targets,Matthew Golden,WR,0.1147,0.1378,0.0231,9,6
2025,GB,Malik Willis,QB,carries,Chris Brooks,RB,0.0691,0.3824,0.3133,7,1
2025,GB,Malik Willis,QB,carries,Emanuel Wilson,RB,0.2294,0.5294,0.3,16,1
2025,GB,Malik Willis,QB,carries,Clayton Tune,QB,0.0625,0.0882,0.0257,1,1
2025,GB,Malik Willis,QB,targets,Matthew Golden,WR,0.1114,0.3,0.1886,14,1
2025,GB,Malik Willis,QB,targets,Josh Whyle,TE,0.0384,0.1,0.0616,6,1
2025,GB,Malik Willis,QB,targets,Emanuel Wilson,RB,0.0631,0.1,0.0369,9,1
2025,GB,Malik Willis,QB,targets,Bo Melton,WR,0.0841,0.1,0.0159,5,1
2025,GB,Dontayvion Wicks,WR,carries,Chris Brooks,RB,0.0734,0.2129,0.1395,6,2
2025,GB,Dontayvion Wicks,WR,carries,Josh Jacobs,RB,0.5842,0.6754,0.0912,13,3
2025,GB,Dontayvion Wicks,WR,carries,Emanuel Wilson,RB,0.2267,0.3132,0.0865,13,4
2025,GB,Dontayvion Wicks,WR,carries,Clayton Tune,QB,0.0625,0.0882,0.0257,1,1
2025,GB,Dontayvion Wicks,WR,targets,Romeo Doubs,WR,0.1822,0.2565,0.0743,14,3
2025,GB,Dontayvion Wicks,WR,targets,Matthew Golden,WR,0.1144,0.1502,0.0358,11,4
2025,GB,Dontayvion Wicks,WR,targets,Emanuel Wilson,RB,0.0571,0.0894,0.0323,7,3
2025,GB,Dontayvion Wicks,WR,targets,Malik Heath,WR,0.0331,0.056,0.0229,3,2
2025,GB,Dontayvion Wicks,WR,targets,Josh Whyle,TE,0.0408,0.0632,0.0223,5,2
2025,GB,Tucker Kraft,TE,carries,Chris Brooks,RB,0.0365,0.1322,0.0957,2,6
2025,GB,Tucker Kraft,TE,carries,Emanuel Wilson,RB,0.2176,0.2677,0.0501,7,10
2025,GB,Tucker Kraft,TE,carries,Bo Melton,WR,0.0312,0.0559,0.0246,1,3
2025,GB,Tucker Kraft,TE,targets,Christian Watson,WR,0.1127,0.2199,0.1072,2,9
2025,GB,Tucker Kraft,TE,targets,Luke Musgrave,TE,0.0563,0.102,0.0457,6,8
2025,GB,Tucker Kraft,TE,targets,John FitzPatrick,TE,0.0472,0.06,0.0128,4,6
2025,GB,Tucker Kraft,TE,targets,Dontayvion Wicks,WR,0.1221,0.1329,0.0108,6,7
2025,GB,Jayden Reed,WR,carries,Emanuel Wilson,RB,0.1936,0.2845,0.0909,7,10
2025,GB,Jayden Reed,WR,carries,Jordan Love,QB,0.072,0.1021,0.0301,5,9
2025,GB,Jayden Reed,WR,targets,Josh Jacobs,RB,0.0697,0.1311,0.0614,6,9
2025,GB,Jayden Reed,WR,targets,Dontayvion Wicks,WR,0.0984,0.1463,0.0479,5,8
2025,GB,Jayden Reed,WR,targets,Romeo Doubs,WR,0.171,0.2124,0.0414,7,10
2025,GB,Jayden Reed,WR,targets,Matthew Golden,WR,0.1141,0.1352,0.0211,8,7
2025,GB,Matthew Golden,WR,carries,Josh Jacobs,RB,0.5866,0.7037,0.1171,14,2
2025,GB,Matthew Golden,WR,carries,Chris Brooks,RB,0.0951,0.2,0.1049,7,1
2025,GB,Matthew Golden,WR,carries,Emanuel Wilson,RB,0.2368,0.2951,0.0582,14,3
2025,GB,Matthew Golden,WR,carries,Bo Melton,WR,0.0416,0.0741,0.0325,3,1
2025,GB,Matthew Golden,WR,carries,Jordan Love,QB,0.0882,0.1031,0.0149,11,3
2025,GB,Matthew Golden,WR,targets,Dontayvion Wicks,WR,0.0988,0.2248,0.1259,10,3
2025,GB,Matthew Golden,WR,targets,Christian Watson,WR,0.1756,0.2665,0.0909,8,3
2025,GB,Matthew Golden,WR,targets,Savion Williams,WR,0.0504,0.0606,0.0102,5,1
2025,HOU,Justin Watson,WR,carries,Jawhar Jordan,RB,0.1562,0.4556,0.2994,1,3
2025,HOU,Justin Watson,WR,carries,Woody Marks,RB,0.3008,0.5149,0.2141,4,14
2025,HOU,Justin Watson,WR,carries,Dameon Pierce,RB,0.1111,0.2258,0.1147,1,1
2025,HOU,Justin Watson,WR,carries,Cade Stover,TE,0.0323,0.1043,0.072,1,2
2025,HOU,Justin Watson,WR,carries,Davis Mills,QB,0.0312,0.0809,0.0497,1,5
2025,HOU,Justin Watson,WR,targets,Jaylin Noel,WR,0.047,0.0776,0.0305,3,12
2025,HOU,Justin Watson,WR,targets,Dalton Schultz,TE,0.1567,0.1855,0.0287,4,15
